time,gFx,gFy,gFz,TgF
1.016028021,-0.3872,0.6224,-0.2278,0.768
1.018428177,-0.4200,0.5899,-0.2344,0.761
1.020611302,-0.4642,0.5584,-0.2427,0.766
1.025007396,-0.5108,0.5230,-0.2488,0.772
1.025246354,-0.5579,0.4820,-0.2525,0.779
1.027663021,-0.6026,0.4407,-0.2493,0.787
1.030709323,-0.6434,0.4012,-0.2405,0.795
1.032888489,-0.6822,0.3660,-0.2310,0.808
1.035128385,-0.7244,0.3418,-0.2293,0.833
1.037185208,-0.7740,0.3289,-0.2390,0.874
1.040290312,-0.8348,0.3221,-0.2556,0.931
1.042144375,-0.9037,0.3113,-0.2759,0.995
1.044690573,-0.9762,0.2967,-0.2869,1.060
1.047316718,-1.0465,0.2757,-0.2852,1.119
1.049165468,-1.1124,0.2437,-0.2722,1.171
1.051386823,-1.1730,0.2063,-0.2547,1.218
1.054405,-1.2230,0.1719,-0.2381,1.258
1.056325208,-1.2626,0.1419,-0.2288,1.291
1.058313177,-1.2916,0.1221,-0.2278,1.317
1.06107875,-1.3104,0.1113,-0.2337,1.336
1.06556927,-1.3263,0.1062,-0.2439,1.353
1.066326302,-1.3424,0.0982,-0.2576,1.370
1.067634948,-1.3671,0.0798,-0.2752,1.397
1.070687291,-1.4025,0.0420,-0.2898,1.433
1.072747448,-1.4464,-0.0127,-0.2989,1.477
1.075612812,-1.5011,-0.0747,-0.3015,1.533
1.077699791,-1.5573,-0.1331,-0.3074,1.593
1.080618437,-1.6066,-0.1775,-0.3218,1.648
1.082193958,-1.6474,-0.2022,-0.3389,1.694
1.085340781,-1.6825,-0.2095,-0.3560,1.733
1.087047916,-1.7226,-0.1997,-0.3721,1.774
1.089448854,-1.7768,-0.1836,-0.3882,1.828
1.091520625,-1.8471,-0.1663,-0.4038,1.898
1.09433625,-1.9216,-0.1597,-0.4107,1.971
1.096329323,-1.9917,-0.1643,-0.4073,2.040
1.098946562,-2.0583,-0.1895,-0.3960,2.105
1.101265573,-2.1279,-0.2385,-0.3711,2.173
1.104826718,-2.2270,-0.2351,-0.4038,2.276
1.106005052,-2.2698,-0.0015,-0.5369,2.332
1.10897427,-2.0747,0.5906,-0.3247,2.181
1.110802083,-1.6293,1.4560,0.2581,2.200
1.113607812,-1.0751,2.6580,0.6671,2.944
1.115759218,-0.4195,4.2668,1.0636,4.417
1.118328281,0.4698,6.0189,1.7155,6.276
1.120220937,1.6198,7.2427,2.0529,7.700
1.12309552,2.8333,7.3587,1.5075,8.028
1.124788906,3.8835,6.2585,0.4156,7.377
1.127522239,4.3628,4.4533,-0.6231,6.265
1.129434531,3.8996,2.5615,-1.2262,4.824
1.132012031,2.7151,0.8795,-1.4506,3.201
1.134247031,1.3051,-0.4559,-1.3263,1.916
1.137487864,0.0713,-1.3893,-0.8846,1.649
1.140140677,-0.8194,-1.8635,-0.2986,2.057
1.141610468,-1.4374,-1.9255,0.1826,2.410
1.144866302,-1.8408,-1.6574,0.4402,2.516
1.146982291,-2.1137,-1.0680,0.4952,2.419
1.148388854,-2.1946,-0.2967,0.3997,2.250
1.151070937,-2.0420,0.5167,0.2664,2.123
1.153115,-1.6884,1.2284,0.1821,2.096
1.15566776,-1.2064,1.7128,0.1675,2.102
1.157924895,-0.6658,1.8832,0.1594,2.004
1.160534791,-0.1592,1.7558,0.1143,1.767
1.162702239,0.2349,1.3935,0.0198,1.413
1.165251823,0.4649,0.9645,-0.0984,1.075
1.167708593,0.5596,0.6092,-0.2525,0.865
1.171532395,0.5733,0.4180,-0.4375,0.834
1.172241875,0.5005,0.3941,-0.5831,0.864
1.175172552,0.3003,0.4759,-0.6639,0.870
1.176929739,-0.0310,0.5792,-0.6624,0.880
1.180351666,-0.4717,0.6448,-0.5606,0.976
1.182016145,-0.9649,0.6678,-0.3604,1.228
1.186053437,-1.4203,0.6710,-0.0923,1.574
1.186544062,-1.7526,0.6898,0.1922,1.893
1.188888541,-1.9238,0.7401,0.4522,2.110
1.192358437,-1.9018,0.8035,0.6097,2.153
1.194294375,-1.7260,0.8612,0.5970,2.019
1.196177239,-1.4574,0.9076,0.4402,1.772
1.199302448,-1.1569,0.9327,0.2046,1.500
1.200743541,-0.8783,0.9293,-0.0525,1.280
1.204467395,-0.6695,0.8971,-0.2874,1.156
1.205325,-0.5599,0.8397,-0.4534,1.106
1.207734583,-0.5403,0.7591,-0.5408,1.077
1.209948906,-0.5850,0.6641,-0.5232,1.028
1.212559635,-0.6558,0.5755,-0.4244,0.970
1.214781927,-0.7342,0.5274,-0.2962,0.951
1.217605989,-0.8197,0.5232,-0.1917,0.991
1.220485208,-0.9210,0.5508,-0.1560,1.084
1.222145468,-1.0143,0.5850,-0.1619,1.182
1.22465927,-1.0643,0.5970,-0.1519,1.230
1.226872968,-1.0548,0.5811,-0.1233,1.211
1.229088541,-0.9884,0.5555,-0.1106,1.139
1.231688073,-0.8922,0.5469,-0.1392,1.056
1.233993281,-0.8040,0.5623,-0.1814,0.998
1.236228698,-0.7533,0.5999,-0.2119,0.986
1.239529166,-0.7335,0.6426,-0.2366,1.003
